Index,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF
83,CSFL.NS,Cosmo First Ltd,India,Containers & Packaging,2023,0.7140047,28.8526221,8.6266057,0.2970781,0.3296900,0.5334465,0.0212793,0.0000000,-982603.4793041,0.1296084,0.1471430,0.5443272,-16.7974263,7461307.7384523,6.0000000,11.1111111,FALSE,35.1673685,28.6177854,9.1907549,3.4031412,2.5919495
83,CSFL.NS,Cosmo First Ltd,India,Containers & Packaging,2022,0.7923717,30.6166079,8.5805883,0.2979695,0.3206048,0.5480555,0.0328477,0.0000000,-1546981.4995131,0.1491851,0.1748027,0.5093882,-6.7996794,29696932.8140214,6.0000000,11.1111111,FALSE,37.1585350,29.3345411,7.6093650,3.3705960,5.8971419
83,CSFL.NS,Cosmo First Ltd,India,Containers & Packaging,2021,0.8342630,24.7265531,8.5605885,0.2964831,0.3112065,0.5474114,0.0356897,0.0054357,-2346465.2825903,0.2245539,0.2078890,0.4555163,28.1180911,52253318.1206144,8.0000000,12.5000000,FALSE,41.6353576,18.8216473,9.6895925,3.3501731,8.3549077
83,CSFL.NS,Cosmo First Ltd,India,Containers & Packaging,2020,1.0509741,0.0000000,8.4632892,0.3577280,0.3605840,0.6027354,0.0828070,0.0000000,5056264.2711623,0.1692508,0.1865028,0.4812241,6.8192606,32391265.7068242,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
83,CSFL.NS,Cosmo First Ltd,India,Containers & Packaging,2019,1.2259690,0.0000000,8.4040959,0.4132792,0.3612744,0.5901958,0.0383707,0.0000000,-4084531.3474838,0.0858250,0.1499207,0.5324703,-6.1658828,15058473.7100607,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
83,CSFL.NS,Cosmo First Ltd,India,Containers & Packaging,2018,1.1159159,0.0000000,8.4326129,0.4330892,0.3507506,0.5507460,0.0566784,0.0106820,2492049.7253542,0.0851643,0.1509043,0.5407636,8.1336799,8833477.8837814,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
84,CUMM.NS,Cummins India Ltd,India,Machinery,2024,10.2004759,76.8814497,9.0755444,0.0029169,0.2221048,0.8662800,0.0407134,0.0140670,-7389116.4423640,0.3727746,0.0987433,0.1347762,12.6122835,234047981.2756000,5.0000000,55.5555556,TRUE,90.3148699,61.1495356,6.4842236,3.4308268,3.2018101
84,CUMM.NS,Cummins India Ltd,India,Machinery,2023,11.4112886,65.9292516,9.0319115,0.0141553,0.2292991,0.8722495,0.0604396,0.0195719,-11613677.2645471,0.3333249,0.1058635,0.1438157,14.1482258,206428314.3371330,6.0000000,40.0000000,TRUE,89.3951232,41.1670419,9.1907549,3.4031412,2.5919495
84,CUMM.NS,Cummins India Ltd,India,Machinery,2022,12.8974001,68.7203014,8.9839902,0.0474943,0.2387215,0.8750000,0.0881636,0.0290492,26686952.2882181,0.3150801,0.1141181,0.1528369,16.3529130,149482716.6504380,5.0000000,12.5000000,TRUE,88.1372977,47.6189960,7.6093650,3.3705960,5.8971419
84,CUMM.NS,Cummins India Ltd,India,Machinery,2021,13.1746216,57.5894800,8.9717414,0.0587079,0.2453027,0.8869203,0.1017030,0.0000000,7355595.5489622,0.3559099,0.1037023,0.1754853,36.3775279,123020128.7459780,7.0000000,20.0000000,TRUE,74.0566262,31.6411297,9.6895925,3.3501731,8.3549077
84,CUMM.NS,Cummins India Ltd,India,Machinery,2020,14.9393781,50.6457302,8.9108329,0.0066670,0.1861368,0.8496597,0.1096810,0.0000000,-8186007.0825984,0.2263953,0.0947263,0.2093731,-13.4924718,86827460.7927588,4.0000000,15.3846154,TRUE,47.4405406,30.9352458,-5.7777247,3.2803604,4.8148579
84,CUMM.NS,Cummins India Ltd,India,Machinery,2019,14.5280097,54.9333952,8.9151311,0.0825959,0.2529942,0.8737702,0.1157652,0.0000000,-1857087.8632206,0.2078908,0.0931607,0.2115841,-16.3214551,90884472.9401458,5.0000000,16.6666667,TRUE,62.2273940,28.8357349,3.8714369,3.3099342,2.4055172
84,CUMM.NS,Cummins India Ltd,India,Machinery,2018,13.7149618,0.0000000,8.9425114,0.0515802,0.2531455,0.8631850,0.1274077,0.0000000,6235906.3313096,0.2039160,0.1044260,0.2380240,3.3075297,107344608.2682860,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
85,CYIE.NS,Cyient Ltd,India,IT Services,2024,1.6818803,71.8981594,8.9544740,0.0667221,0.1780599,0.5744413,0.2383768,0.0962623,69935634.8741954,0.2044135,0.0845138,0.0993424,0.4520996,75868929.1983616,5.0000000,11.1111111,TRUE,71.6960853,49.5069615,6.4842236,3.4308268,3.2018101
85,CYIE.NS,Cyient Ltd,India,IT Services,2023,1.8650110,74.9677684,8.9244157,0.1124565,0.2367497,0.6039337,0.2688016,0.0051545,-9262147.5704859,0.1465616,0.0772603,0.1106431,17.1089678,84319136.1727654,9.0000000,12.5000000,TRUE,77.5376507,50.8942912,9.1907549,3.4031412,2.5919495
85,CYIE.NS,Cyient Ltd,India,IT Services,2022,1.9500845,66.9543307,8.9014549,0.1859776,0.3089599,0.6565522,0.2752706,0.0094379,-68354430.3797468,0.1525459,0.0774881,0.1111467,22.5660347,62609542.3563778,6.0000000,9.0909091,TRUE,66.3270620,47.4372020,7.6093650,3.3705960,5.8971419
85,CYIE.NS,Cyient Ltd,India,IT Services,2021,2.4736355,70.2662638,8.7998409,0.1197752,0.2636768,0.7555516,0.9454963,0.0042404,-37825389.2550072,0.2788992,0.0723790,0.1445700,5.7316066,68812959.9717528,6.0000000,10.0000000,TRUE,80.0620243,42.0440437,9.6895925,3.3501731,8.3549077
85,CYIE.NS,Cyient Ltd,India,IT Services,2020,2.5406167,0.0000000,8.7883799,0.1285167,0.2468394,0.7222403,1.2895401,0.0018474,68282811.7095314,0.3544726,0.0430912,0.1623486,-3.8605324,49742264.5172758,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
85,CYIE.NS,Cyient Ltd,India,IT Services,2019,2.7626817,0.0000000,8.7441598,0.1702036,0.2664067,0.6878552,0.5534800,0.0101682,-1340713.8969642,0.2115882,0.0639520,0.1844391,-11.9484204,45292235.8063531,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
85,CYIE.NS,Cyient Ltd,India,IT Services,2018,2.6575396,0.0000000,8.7498797,0.0947239,0.2544225,0.7467361,0.2685195,0.0000000,-7531078.3463429,0.2563631,0.0647691,0.0984778,10.9340929,68965018.7915582,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
86,CHAL.NS,Chalet Hotels Ltd,India,"Hotels, Restaurants & Leisure",2024,3.0412011,59.2954142,8.9173052,0.3686635,0.3120105,0.5486079,0.0495686,0.0000000,10656875.3657109,0.0389756,0.0917161,0.4685563,18.2293706,16675716.7934465,8.0000000,14.2857143,TRUE,56.7922276,79.6396940,6.4842236,3.4308268,3.2018101
86,CHAL.NS,Chalet Hotels Ltd,India,"Hotels, Restaurants & Leisure",2023,3.7381120,61.8657188,8.8387280,0.5226820,0.3326864,0.4906864,0.0430438,0.0000000,-4602279.5440912,0.0241326,0.1000602,0.4391036,23.7978327,33375044.9910018,5.0000000,14.2857143,TRUE,69.4634448,83.8573749,9.1907549,3.4031412,2.5919495
86,CHAL.NS,Chalet Hotels Ltd,India,"Hotels, Restaurants & Leisure",2022,4.2539015,59.4579947,8.7782548,0.5786145,0.2185533,0.3179962,0.0412514,0.0000000,1494522.8821811,0.0220173,0.0859074,0.4557318,105.2955502,22308909.4449854,5.0000000,14.2857143,TRUE,65.8822189,76.5313834,7.6093650,3.3705960,5.8971419
86,CHAL.NS,Chalet Hotels Ltd,India,"Hotels, Restaurants & Leisure",2021,4.4016262,42.5224305,8.7654869,0.5871537,0.1901510,0.2729041,0.0291567,0.0000000,10153831.1546296,0.0266664,0.0914718,0.4669286,71.3421975,-9872281.6706938,5.0000000,14.2857143,TRUE,43.4753576,49.3412892,9.6895925,3.3501731,8.3549077
86,CHAL.NS,Chalet Hotels Ltd,India,"Hotels, Restaurants & Leisure",2020,4.5997754,0.0000000,8.7367045,0.5160266,0.1908406,0.2958816,0.0353405,0.0000000,-3259636.0255411,0.0111459,0.0988702,0.5252856,-70.0106072,-18520311.1967951,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
86,CHAL.NS,Chalet Hotels Ltd,India,"Hotels, Restaurants & Leisure",2019,4.5111036,0.0000000,8.7264577,0.4738756,0.1822116,0.2974408,0.0104517,0.0000000,-824074.4428073,0.0074387,0.0987186,0.5897919,-8.7560285,14058646.2771959,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
86,CHAL.NS,Chalet Hotels Ltd,India,"Hotels, Restaurants & Leisure",2018,4.6766865,0.0000000,8.7114547,0.4342934,0.2036752,0.3392554,0.0551734,0.0000000,-1455912.1133276,0.0263545,0.1133443,0.5852620,16.7870165,-1102486.2677074,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
87,CHMB.NS,Chambal Fertilisers and Chemicals Ltd,India,Chemicals,2024,1.8934122,35.9243318,9.1254483,0.0086581,0.1029333,0.4383225,0.0857145,0.0006233,-246928.0280866,0.0881732,0.1597016,0.6020509,-9.6252021,193023990.6378000,8.0000000,12.5000000,TRUE,33.4961226,23.9482832,6.4842236,3.4308268,3.2018101
87,CHMB.NS,Chambal Fertilisers and Chemicals Ltd,India,Chemicals,2023,1.8409521,37.3280174,9.1401309,0.1628234,0.1769568,0.4808472,0.0179319,0.0063724,8749850.0299940,0.1579155,0.1104252,0.5737290,-36.2329524,153059388.1223760,4.0000000,12.5000000,TRUE,46.1070337,25.8945991,9.1907549,3.4031412,2.5919495
87,CHMB.NS,Chambal Fertilisers and Chemicals Ltd,India,Chemicals,2022,1.6575997,34.0920456,9.1915328,0.2629899,0.2468381,0.5528169,0.0117000,0.0000039,-60259250.2434275,0.1304178,0.1092946,0.4982463,59.6705873,125826436.2220060,5.0000000,22.2222222,TRUE,31.1335977,28.5635590,7.6093650,3.3705960,5.8971419
87,CHMB.NS,Chambal Fertilisers and Chemicals Ltd,India,Chemicals,2021,1.4754123,0.0000000,9.2432425,0.3263496,0.2860862,0.5518316,0.0477984,0.0263601,-46888463.1904023,0.0504731,0.2364083,0.4900512,21.7357969,206328210.0198420,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
87,CHMB.NS,Chambal Fertilisers and Chemicals Ltd,India,Chemicals,2020,1.8504687,0.0000000,9.1464465,0.3841397,0.1488764,0.3052262,0.0081941,0.0854334,101423356.1671930,0.0632488,0.0782897,0.6478941,7.3321534,230572760.7093540,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
87,CHMB.NS,Chambal Fertilisers and Chemicals Ltd,India,Chemicals,2019,1.3119970,0.0000000,9.2853601,0.6958763,0.4595315,0.6074771,0.0036462,0.0083797,10830578.8963668,0.0098952,0.0787846,0.4668110,11.0404489,117166447.6391490,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
87,CHMB.NS,Chambal Fertilisers and Chemicals Ltd,India,Chemicals,2018,1.2192557,0.0000000,9.3038542,0.6495076,0.4685719,0.5909122,0.0029941,0.0032313,233940.4452154,0.0092505,0.0956376,0.4992942,25.9018088,86520670.7140792,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
88,CHPA.NS,Chemplast Sanmar Ltd,India,Chemicals,2024,0.9977100,45.6202726,8.8814144,0.2832026,0.4174628,0.6121729,0.0812055,0.0514163,-19849034.5231129,0.0949770,0.1066769,0.7119675,8.0622884,-12915155.0614394,5.0000000,12.5000000,TRUE,36.2022066,42.6590127,6.4842236,3.4308268,3.2018101
88,CHPA.NS,Chemplast Sanmar Ltd,India,Chemicals,2023,1.0778887,37.7428824,8.8594333,0.2566224,0.4118435,0.5736029,0.0691593,0.0856326,-46375524.8950210,0.1172866,0.1000630,0.6793178,-21.7383437,-19007798.4403119,5.0000000,12.5000000,TRUE,27.5891487,33.0644654,9.1907549,3.4031412,2.5919495
88,CHPA.NS,Chemplast Sanmar Ltd,India,Chemicals,2022,1.1193471,35.6596714,8.8515121,0.1746188,0.3828059,0.5616330,0.1150760,0.1462898,13538218.1110029,0.1863808,0.1151544,0.6146790,-22.5271627,18543086.6601753,7.0000000,8.3333333,TRUE,20.5023616,39.0199535,7.6093650,3.3705960,5.8971419
88,CHPA.NS,Chemplast Sanmar Ltd,India,Chemicals,2021,1.0914704,28.9461986,8.8680168,0.1573783,0.4023469,0.5784303,0.0000000,0.1784956,91733222.3121049,0.2381839,0.1269492,0.5878683,49.4552469,85459293.2409679,0.0000000,12.5000000,TRUE,11.4076653,35.4996164,9.6895925,3.3501731,8.3549077
88,CHPA.NS,Chemplast Sanmar Ltd,India,Chemicals,2020,1.3085916,0.0000000,8.7877722,0.4740506,0.4453822,0.4131951,0.0428072,0.0485789,28893993.4643204,0.0503863,0.0968308,0.7072292,25.2989245,56070798.6381722,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
88,CHPA.NS,Chemplast Sanmar Ltd,India,Chemicals,2019,0.9387491,0.0000000,8.9447489,0.3405419,0.3187320,0.4301200,0.0435924,0.0000000,-920579.2945986,0.0348977,0.0506311,0.4919232,128.9239122,-6263390.5459759,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
88,CHPA.NS,Chemplast Sanmar Ltd,India,Chemicals,2018,1.4868622,0.0000000,8.7420558,0.0661958,0.1806883,0.5294746,0.0000000,0.0127878,-11561101.4744146,0.4271293,0.0542643,0.5770897,4.0484488,27061607.4009829,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
89,DABU.NS,Dabur India Ltd,India,Personal Care Products,2024,5.5673673,69.4034580,9.2786675,0.0585482,0.2660403,0.7950600,0.0417929,0.0002335,15582211.8197776,0.1712908,0.1560206,0.1827402,-1.2066072,203677004.0959630,5.0000000,12.5000000,TRUE,89.5854246,66.5542436,6.4842236,3.4308268,3.2018101
89,DABU.NS,Dabur India Ltd,India,Personal Care Products,2023,5.7883185,69.4960638,9.2587232,0.0902677,0.2599030,0.7477446,0.0613164,0.0004364,-14247150.5698860,0.1676716,0.1388887,0.1831706,6.0453843,217313737.2525500,5.0000000,7.1428571,TRUE,92.7482082,59.8654535,9.1907549,3.4031412,2.5919495
89,DABU.NS,Dabur India Ltd,India,Personal Care Products,2022,6.3056603,71.3675133,9.2206112,0.0859644,0.2643425,0.7710628,0.0313041,0.0024776,-15774099.3184031,0.0790872,0.1514431,0.1767017,-2.2659718,207075219.0847130,5.0000000,7.1428571,TRUE,89.8366716,56.4764493,7.6093650,3.3705960,5.8971419
89,DABU.NS,Dabur India Ltd,India,Personal Care Products,2021,6.4761379,59.1448297,9.2091088,0.0838534,0.2704654,0.8512283,0.0628074,0.0038447,5057877.7203056,0.1245647,0.1641438,0.1738325,9.8305691,229547808.0773210,5.0000000,7.6923077,TRUE,87.4558165,46.7846847,9.6895925,3.3501731,8.3549077
89,DABU.NS,Dabur India Ltd,India,Personal Care Products,2020,7.3543547,62.4109881,9.1711777,0.0469304,0.2705038,0.9216579,0.0487528,0.0090512,13268249.9965818,0.2210567,0.1694255,0.1806008,13.1572902,231750003.4182420,5.0000000,7.6923077,TRUE,80.5309862,41.0677083,-5.7777247,3.2803604,4.8148579
89,DABU.NS,Dabur India Ltd,India,Personal Care Products,2019,8.5675848,60.5087802,9.0940126,0.0558039,0.2634036,0.8965236,0.0615533,0.0013128,7170828.1895053,0.2353040,0.1571337,0.2103429,-6.3323922,192202620.3655770,4.0000000,7.1428571,TRUE,70.7128858,39.6721311,3.8714369,3.3099342,2.4055172
89,DABU.NS,Dabur India Ltd,India,Personal Care Products,2018,8.6490889,54.5475075,9.0861890,0.0828967,0.3153281,0.9484306,0.1185726,0.0000545,-7442902.5729980,0.1126280,0.1653834,0.1910393,3.6484373,209056085.5738650,5.0000000,8.3333333,TRUE,73.4457157,28.4507979,6.4538513,3.2936397,3.8842403
90,DCMS.NS,DCM Shriram Ltd,India,Chemicals,2024,1.4732832,49.4391598,9.1731924,0.1986007,0.2542383,0.5651123,0.0514702,0.0000000,32373317.7296665,0.0813247,0.2198735,0.5679154,8.7208196,70716208.3089526,5.0000000,8.3333333,TRUE,19.2132563,56.5873194,6.4842236,3.4308268,3.2018101
90,DCMS.NS,DCM Shriram Ltd,India,Chemicals,2023,1.5832366,47.7362227,9.1416422,0.1862961,0.2387902,0.5486007,0.0470192,0.0000000,-12829034.1931614,0.0596112,0.2317975,0.5824407,-6.7173766,53641271.7456509,6.0000000,16.6666667,TRUE,22.3543576,57.4952475,9.1907549,3.4031412,2.5919495
90,DCMS.NS,DCM Shriram Ltd,India,Chemicals,2022,1.7182338,41.4470955,9.1156093,0.1592235,0.2377966,0.5630662,0.0312988,0.0000000,-58611246.3485881,0.0894161,0.2216474,0.5250866,13.2996211,110861733.2035050,6.0000000,16.6666667,TRUE,24.8358339,46.6088030,7.6093650,3.3705960,5.8971419
90,DCMS.NS,DCM Shriram Ltd,India,Chemicals,2021,1.8151163,0.0000000,9.0915311,0.1683159,0.2518171,0.6098979,0.0858735,0.0000000,8110522.3355564,0.1860936,0.2460748,0.4055260,14.2332992,140462494.7629420,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
90,DCMS.NS,DCM Shriram Ltd,India,Chemicals,2020,2.1144372,0.0000000,9.0274399,0.1929786,0.2311099,0.5729419,0.0000000,0.0142323,44720182.6708779,0.1666471,0.2315604,0.4325870,10.1773692,91917907.4886856,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
90,DCMS.NS,DCM Shriram Ltd,India,Chemicals,2019,2.0825013,0.0000000,9.0333936,0.2764117,0.3357057,0.6684599,0.0000000,0.0591993,21375758.2998155,0.0698831,0.2676414,0.4232687,-8.2151218,95498652.6489055,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
90,DCMS.NS,DCM Shriram Ltd,India,Chemicals,2018,2.1824443,0.0000000,9.0134986,0.2256110,0.3382153,0.6684650,0.0000000,0.0336402,35893321.7692975,0.0636206,0.2697607,0.4085828,4.3871463,130472679.9653080,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
91,DELH.NS,Delhivery Ltd,India,Air Freight & Logistics,2024,2.8888669,20.3858178,9.1497481,0.1178467,0.1167237,0.5351815,0.1533791,0.0099477,3859449.9707431,0.3293755,0.0034606,0.2086454,7.0116311,18971328.2621416,5.0000000,11.1111111,TRUE,31.6233848,24.8650740,6.4842236,3.4308268,3.2018101
91,DELH.NS,Delhivery Ltd,India,Air Freight & Logistics,2023,2.9586254,17.7961706,9.1380144,0.1020988,0.1175693,0.5833210,0.1360682,0.0104776,904019.1961608,0.3486086,0.0041861,0.1701578,11.0721904,-29896340.7318536,9.0000000,10.0000000,TRUE,24.2674634,26.1055782,9.1907549,3.4031412,2.5919495
91,DELH.NS,Delhivery Ltd,India,Air Freight & Logistics,2022,2.9672047,15.1051621,9.1350779,0.0823515,0.1163982,0.6409809,0.1765614,0.0057966,12227361.2463486,0.5267096,0.0081056,0.1322828,-3.0132104,-122660540.4089580,20.0000000,8.3333333,TRUE,19.8434702,21.2159601,7.6093650,3.3705960,5.8971419
91,DELH.NS,Delhivery Ltd,India,Air Freight & Logistics,2021,3.7149843,0.0000000,9.0362463,0.1335045,0.1820308,0.6548704,0.0858912,0.0121200,-10654744.1812668,0.3704208,0.0127720,0.1666507,81.8614453,-133199124.1268280,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
91,DELH.NS,Delhivery Ltd,India,Air Freight & Logistics,2020,6.4320350,0.0000000,8.7984127,0.2429213,0.2074106,0.5415284,0.2909309,0.0000000,26848517.1664137,0.4885081,0.0056436,0.2387077,35.0805874,-56844415.2754420,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
91,DELH.NS,Delhivery Ltd,India,Air Freight & Logistics,2019,6.9963464,0.0000000,8.7622330,0.1731909,0.1568200,0.5757114,0.4224448,0.0275487,-210151991.8229730,0.4212485,0.0040924,0.1699965,54.3908112,-35698299.5499980,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
91,DELH.NS,Delhivery Ltd,India,Air Freight & Logistics,2018,6.7765698,0.0000000,8.7688176,0.1010652,0.0942156,0.5676651,4.3459445,0.0000000,242310060.7111880,#DIV/0!,0.0055711,0.1130828,#DIV/0!,-257777392.3099160,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
92,DEVY.NS,Devyani International Ltd,India,"Hotels, Restaurants & Leisure",2024,3.9181935,31.0573117,8.7957130,0.5970886,0.2084562,0.2622089,0.1629786,0.0000000,1606787.5950848,0.0359144,0.0287268,0.6586746,35.7971198,-807489.7600936,5.0000000,8.3333333,TRUE,30.8903188,46.6552603,6.4842236,3.4308268,3.2018101
92,DEVY.NS,Devyani International Ltd,India,"Hotels, Restaurants & Leisure",2023,4.0232465,29.7148242,8.7721573,0.5890946,0.1897679,0.2414486,0.1791007,0.0026735,12604199.1601680,0.0784930,0.0265667,0.6489793,16.9401892,-1158008.3983203,4.0000000,8.3333333,TRUE,31.8847498,41.0523676,9.1907549,3.4031412,2.5919495
92,DEVY.NS,Devyani International Ltd,India,"Hotels, Restaurants & Leisure",2022,6.6424696,13.2767169,8.5607968,0.5236071,0.1791802,0.2653305,0.1168772,0.0075479,625608.5686465,0.0347652,0.0457905,0.7321436,32.8865595,31951557.9357352,10.0000000,10.0000000,TRUE,16.6994259,20.3152967,7.6093650,3.3705960,5.8971419
92,DEVY.NS,Devyani International Ltd,India,"Hotels, Restaurants & Leisure",2021,8.2455172,0.0000000,8.4743444,0.5543469,0.1857218,0.2665868,0.1367108,0.0037286,2303514.8231785,0.0866496,0.0410160,0.6671154,76.9511072,20436381.9376191,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
92,DEVY.NS,Devyani International Ltd,India,"Hotels, Restaurants & Leisure",2020,10.5309690,0.0000000,8.3581649,0.8006206,0.2521381,0.2705904,0.0949963,0.0003422,3655605.2340129,0.0233591,0.0372793,0.6658861,-22.9145833,-11119406.0461873,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
92,DEVY.NS,Devyani International Ltd,India,"Hotels, Restaurants & Leisure",2019,9.4585005,0.0000000,8.3979979,0.9727667,0.3067389,0.2787535,0.0228916,0.0014897,-1771600.7592954,0.0087850,0.0382714,0.8108322,6.2516200,-10453851.5657149,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
92,DEVY.NS,Devyani International Ltd,India,"Hotels, Restaurants & Leisure",2018,8.3968136,0.0000000,8.4170953,0.9531892,0.2513137,0.2419131,0.0584968,0.0002822,-2563023.9953744,#DIV/0!,0.0303968,0.8244704,#DIV/0!,-8570396.0682278,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
93,DIBL.NS,Dilip Buildcon Ltd,India,Construction & Engineering,2024,0.3788196,39.1744627,9.3629612,0.4834419,0.3367863,0.4532453,0.0426096,0.0035655,-32044739.6138092,0.0210710,0.2064053,0.2577819,-8.1028074,98293856.0561732,6.0000000,12.5000000,TRUE,53.1370960,25.5994006,6.4842236,3.4308268,3.2018101
93,DIBL.NS,Dilip Buildcon Ltd,India,Construction & Engineering,2023,0.4412730,34.3863198,9.3002575,0.4354459,0.4078434,0.5530777,0.0359257,0.0085219,32421319.7360528,0.0246201,0.2387210,0.2596666,11.2439316,24120155.9688062,5.0000000,12.5000000,TRUE,57.7676451,24.2729020,9.1907549,3.4031412,2.5919495
93,DIBL.NS,Dilip Buildcon Ltd,India,Construction & Engineering,2022,0.4642661,21.6789215,9.2739682,0.4323643,0.4488142,0.6058364,0.0092431,0.0000000,-46839203.9922103,0.0111915,0.2417146,0.2703679,2.7850282,-169474.1966894,4.0000000,12.5000000,TRUE,42.3755248,16.1824595,7.6093650,3.3705960,5.8971419
93,DIBL.NS,Dilip Buildcon Ltd,India,Construction & Engineering,2021,0.4192608,0.0000000,9.3330237,0.5394374,0.3798405,0.4852880,0.0151778,0.0000000,-29775076.6125526,0.0099700,0.2434215,0.3155037,-9.3454450,-72419731.3883538,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6895925,3.3501731,8.3549077
93,DIBL.NS,Dilip Buildcon Ltd,India,Construction & Engineering,2020,0.3599998,0.0000000,9.3999191,0.5740650,0.3751769,0.4603942,0.0221544,0.0000000,2761283.6184148,0.0287128,0.1889616,0.3216538,7.6988737,57198312.7555136,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-5.7777247,3.2803604,4.8148579
93,DIBL.NS,Dilip Buildcon Ltd,India,Construction & Engineering,2019,0.4131877,0.0000000,9.3465840,0.5435550,0.3860877,0.4769934,0.0505297,0.0000000,35508581.8963801,0.0267525,0.1891828,0.2905083,-5.1536488,53727184.6335603,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.8714369,3.3099342,2.4055172
93,DIBL.NS,Dilip Buildcon Ltd,India,Construction & Engineering,2018,0.4361879,0.0000000,9.3195493,0.5129314,0.3892452,0.4831360,0.0380810,0.0000000,32746675.3396935,0.0309208,0.2171174,0.3322464,11.6461486,78592555.6519225,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4538513,3.2936397,3.8842403
94,DIVI.NS,Divi's Laboratories Ltd,India,Life Sciences Tools & Services,2024,9.4662739,57.9090263,9.2969962,0.0002362,0.0857548,0.7396842,0.0144628,0.0232695,5851375.0731422,0.0261668,0.1962556,0.3815261,16.3794868,256407255.7050910,5.0000000,16.6666667,TRUE,54.3986636,58.6307827,6.4842236,3.4308268,3.2018101
94,DIVI.NS,Divi's Laboratories Ltd,India,Life Sciences Tools & Services,2023,10.2039776,63.3332166,9.2685847,0.0001939,0.0826115,0.6729858,0.0179969,0.0219780,23155368.9262148,0.0247817,0.2109890,0.3563672,-0.4443406,191961607.6784640,4.0000000,16.6666667,TRUE,72.2310578,63.2248474,9.1907549,3.4031412,2.5919495
94,DIVI.NS,Divi's Laboratories Ltd,India,Life Sciences Tools & Services,2022,10.6409602,66.0368685,9.2448698,0.0002258,0.0762586,0.6586667,0.0262742,0.0097494,-127198149.9513150,0.0117216,0.2101495,0.3413864,-19.9112699,221930379.7468350,4.0000000,16.6666667,TRUE,72.0754325,69.3917709,7.6093650,3.3705960,5.8971419
94,DIVI.NS,Divi's Laboratories Ltd,India,Life Sciences Tools & Services,2021,10.4064293,64.6403230,9.2460346,0.0002759,0.0893889,0.7261028,0.0183012,0.0891892,-107449928.4598180,0.1086421,0.2180182,0.3579509,23.8773009,390038918.9132220,4.0000000,16.6666667,TRUE,65.9099595,64.9883641,9.6895925,3.3501731,8.3549077
